VARIABLES=ALPHA,CN,CM,CA,CY,CLN,CLL,DELTA,CL,CD
ZONE T="NO TRIM MACH=  2.36"
    0.0000    0.0000    0.0000    0.3713    0.0000   -0.0000    0.0000    0.0000
    4.0000    1.1543   -1.4624    0.3707    0.0000   -0.0000   -0.0000    0.0000
    8.0000    2.4267   -2.9675    0.3689    0.0000   -0.0000   -0.0000    0.0000
   12.0000    3.9201   -4.7233    0.3659    0.0000   -0.0000    0.0000    0.0000
   16.0000    5.4882   -6.5309    0.3617    0.0000   -0.0000   -0.0000    0.0000
   20.0000    7.0384   -8.3834    0.3564    0.0000   -0.0000   -0.0000    0.0000
   24.0000    8.4716  -10.1942    0.3500   -0.0000    0.0000   -0.0000    0.0000
   28.0000    9.9490  -12.0308    0.3426    0.0000   -0.0000   -0.0000    0.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00   -2.3312   10.2558    1.3698    0.0000   -0.0000    0.0000  -25.0000
   4.00   -1.1891    8.8479    1.1889    0.0000   -0.0000   -0.0000  -25.0000
   8.00    0.0865    7.3297    1.0039    0.0000   -0.0000   -0.0000  -25.0000
  12.00    1.5548    5.6855    0.8193    0.0000   -0.0000   -0.0000  -25.0000
  16.00    3.0378    4.2532    0.6639    0.0000   -0.0000   -0.0000  -25.0000
  20.00    4.4962    2.8054    0.5128    0.0000   -0.0000   -0.0000  -25.0000
  24.00    5.8542    1.3264    0.3624    0.0000   -0.0000   -0.0000  -25.0000
  28.00    7.2733   -0.2529    0.2137    0.0000   -0.0000   -0.0000  -25.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00   -1.9336    8.5066    1.0178    0.0000   -0.0000    0.0000  -20.0000
   4.00   -0.7351    6.8503    0.8578    0.0000   -0.0000   -0.0000  -20.0000
   8.00    0.5454    5.3106    0.7119    0.0000   -0.0000   -0.0000  -20.0000
  12.00    1.9941    3.7521    0.5743    0.0000   -0.0000    0.0000  -20.0000
  16.00    3.4723    2.3409    0.4542    0.0000   -0.0000   -0.0000  -20.0000
  20.00    4.9352    0.8731    0.3342    0.0000   -0.0000   -0.0000  -20.0000
  24.00    6.3073   -0.6679    0.2112   -0.0000   -0.0000   -0.0000  -20.0000
  28.00    7.7498   -2.3506    0.0861    0.0000   -0.0000   -0.0000  -20.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00   -1.4448    6.3563    0.7269    0.0000   -0.0000    0.0000  -15.0000
   4.00   -0.2589    4.7552    0.6123    0.0000   -0.0000   -0.0000  -15.0000
   8.00    1.0019    3.3020    0.5097    0.0000   -0.0000   -0.0000  -15.0000
  12.00    2.4444    1.7707    0.4096    0.0000   -0.0000   -0.0000  -15.0000
  16.00    3.9274    0.3384    0.3194    0.0000   -0.0000   -0.0000  -15.0000
  20.00    5.4048   -1.1935    0.2265    0.0000   -0.0000   -0.0000  -15.0000
  24.00    6.8017   -2.8439    0.1285   -0.0000   -0.0000   -0.0000  -15.0000
  28.00    8.2798   -4.6834    0.0262    0.0000   -0.0000   -0.0000  -15.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00   -0.9524    4.1899    0.5255    0.0000   -0.0000    0.0000  -10.0000
   4.00    0.2104    2.6904    0.4538    0.0000   -0.0000   -0.0000  -10.0000
   8.00    1.4636    1.2704    0.3872    0.0000   -0.0000   -0.0000  -10.0000
  12.00    2.9109   -0.2823    0.3198    0.0000   -0.0000   -0.0000  -10.0000
  16.00    4.4090   -1.7813    0.2569    0.0000   -0.0000   -0.0000  -10.0000
  20.00    5.9119   -3.4256    0.1901    0.0000   -0.0000   -0.0000  -10.0000
  24.00    7.3463   -5.2411    0.1178   -0.0000   -0.0000   -0.0000  -10.0000
  28.00    8.8762   -7.3088    0.0398    0.0000   -0.0000   -0.0000  -10.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00   -0.4730    2.0809    0.4093    0.0000   -0.0000    0.0000   -5.0000
   4.00    0.6795    0.6268    0.3743    0.0000   -0.0000   -0.0000   -5.0000
   8.00    1.9363   -0.8098    0.3402    0.0000   -0.0000   -0.0000   -5.0000
  12.00    3.4003   -2.4356    0.3041    0.0000   -0.0000   -0.0000   -5.0000
  16.00    4.9247   -4.0511    0.2688    0.0000   -0.0000   -0.0000   -5.0000
  20.00    6.4668   -5.8680    0.2301    0.0000   -0.0000   -0.0000   -5.0000
  24.00    7.9377   -7.8442    0.1882   -0.0000   -0.0000   -0.0000   -5.0000
  28.00    9.4290   -9.7419    0.1489    0.0000   -0.0000   -0.0000   -5.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00    0.0000    0.0000    0.3713    0.0000   -0.0000    0.0000    0.0000
   4.00    1.1543   -1.4624    0.3707    0.0000   -0.0000   -0.0000    0.0000
   8.00    2.4267   -2.9675    0.3689    0.0000   -0.0000   -0.0000    0.0000
  12.00    3.9201   -4.7233    0.3659    0.0000   -0.0000    0.0000    0.0000
  16.00    5.4882   -6.5309    0.3617    0.0000   -0.0000   -0.0000    0.0000
  20.00    7.0384   -8.3834    0.3564    0.0000   -0.0000   -0.0000    0.0000
  24.00    8.4716  -10.1942    0.3500   -0.0000    0.0000   -0.0000    0.0000
  28.00    9.9490  -12.0308    0.3426    0.0000   -0.0000   -0.0000    0.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00    0.4730   -2.0809    0.4093   -0.0000    0.0000    0.0000    5.0000
   4.00    1.6416   -3.6062    0.4442   -0.0000   -0.0000   -0.0000    5.0000
   8.00    2.9422   -5.2358    0.4779    0.0000   -0.0000   -0.0000    5.0000
  12.00    4.4836   -7.2029    0.5139    0.0000   -0.0000   -0.0000    5.0000
  16.00    6.0275   -8.9042    0.5420   -0.0000   -0.0000   -0.0000    5.0000
