VARIABLES=ALPHA,CN,CM,CA,CY,CLN,CLL,DELTA,CL,CD
ZONE T="NO TRIM MACH=  2.36"
  20.00    7.5501  -10.6356    0.5683    0.0000   -0.0000   -0.0000    5.0000
  24.00    8.9625  -12.3549    0.5925   -0.0000    0.0000   -0.0000    5.0000
  28.00   10.4136  -14.0759    0.6137    0.0000   -0.0000   -0.0000    5.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00    0.9524   -4.1899    0.5255   -0.0000    0.0000    0.0000   10.0000
   4.00    2.1483   -5.8355    0.6007   -0.0000    0.0000   -0.0000   10.0000
   8.00    3.4890   -7.6414    0.6767   -0.0000   -0.0000   -0.0000   10.0000
  12.00    4.9842   -9.4055    0.7444    0.0000   -0.0000    0.0000   10.0000
  16.00    6.5089  -11.0227    0.8019   -0.0000   -0.0000   -0.0000   10.0000
  20.00    8.0064  -12.6438    0.8560    0.0000   -0.0000   -0.0000   10.0000
  24.00    9.3876  -14.2261    0.9062   -0.0000    0.0000   -0.0000   10.0000
  28.00   10.7996  -15.7750    0.9499    0.0000   -0.0000   -0.0000   10.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00    1.4448   -6.3563    0.7269   -0.0000    0.0000    0.0000   15.0000
   4.00    2.6684   -8.1239    0.8480   -0.0000    0.0000   -0.0000   15.0000
   8.00    3.9562   -9.6972    0.9509   -0.0000    0.0000   -0.0000   15.0000
  12.00    5.4282  -11.3596    1.0493    0.0000   -0.0000   -0.0000   15.0000
  16.00    6.9247  -12.8526    1.1315   -0.0000   -0.0000   -0.0000   15.0000
  20.00    8.3871  -14.3197    1.2076    0.0000   -0.0000   -0.0000   15.0000
  24.00    9.7251  -15.7115    1.2765   -0.0000    0.0000   -0.0000   15.0000
  28.00   11.0936  -17.0693    1.3360    0.0000   -0.0000   -0.0000   15.0000
ZONE T="UNTRIMMED MACH=  2.36"
   0.00    1.9336   -8.5066    1.0178   -0.0000    0.0000    0.0000   20.0000
   4.00    3.1013  -10.0284    1.1634   -0.0000    0.0000    0.0000   20.0000
   8.00    4.3616  -11.4811    1.2942   -0.0000    0.0000   -0.0000   20.0000
  12.00    5.7982  -12.9879    1.4166    0.0000   -0.0000   -0.0000   20.0000
  16.00    7.2559  -14.3101    1.5164   -0.0000    0.0000   -0.0000   20.0000
  20.00    8.6735  -15.5798    1.6065    0.0000   -0.0000   -0.0000   20.0000
  24.00    9.9640  -16.7632    1.6864   -0.0000    0.0000   -0.0000   20.0000
  28.00   11.2687  -17.8400    1.7488    0.0000   -0.0000   -0.0000   20.0000
ZONE T="TRIMMED MACH=  2.36"
   0.00    0.0000    0.0000    0.3713    0.0000    0.0000    0.0000    0.0000    0.0000    0.3713
   4.00    0.8219    0.0000    0.3733    0.0000   -0.0000   -0.0000   -3.4999    0.7939    0.4297
   8.00    1.7523    0.0000    0.3585    0.0000   -0.0000   -0.0000   -6.9464    1.6854    0.5989
  12.00    2.8468    0.0000    0.3322    0.0000   -0.0000   -0.0000  -10.6876    2.7155    0.9168
  16.00    4.0042    0.0000    0.3094    0.0000   -0.0000   -0.0000  -14.2019    3.7638    1.4011
  20.00    5.1336    0.0000    0.2887    0.0000   -0.0000   -0.0000  -17.8876    4.7253    2.0271
  24.00    6.1555    0.0000    0.2619    0.0000   -0.0000   -0.0000  -21.6746    5.5169    2.7429
  28.00    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
